Titre,Nom_Entreprise,Adresse,Salaire,Descriptif_du_poste,Date_de_publication,métier_sc,loc_sc,Date_sc,Identifiant
Gestionnaire Data H/F,Page Personnel,Rosny-sous-Bois (93),vide,"Rosny-sous-Bois (93)
CDI
Dans le cadre de ce poste de Gestionnaire Data, vos missions seront :
Animation du processus de création de données : Création des dossiers produits, gestion de la collecte des données, interface avec les autres clients internes des données (édition, service approvisionnement, prévisionniste), renseignement du système d'information, information sur les délais de réalisation,
Qualité des données : Participation à la définition des procédures de gestion des données, veille au respect des procédures de création et modification des données, vérification de la cohérence et qualité des données, support auprès des utilisateurs, réalisation des extractions ponctuelles,
Outils et système d'information : Formation des personnes en renfort, veille à la qualité des outils de gestion en masse des données en collaboration avec le Service IT, connaissance du système d'information.
Vous êtes rattaché au Master Data Manager et participez à la constitution et mise à jour des données dans le système d'information.

Profil : Nous recherchons, pour ce poste de Gestionnaire Data, une personne justifiant d'au moins une première expérience à un poste similaire. Vous êtes reconnu pour votre sens de l'organisation, votre sensibilité aux outils et process, votre esprit d'analyse et votre pertinence.
Vous avez une formation Bac +2 minimum et êtes un expert d'Excel (TCD, recherches V, formules, etc.). Vous êtes à l'aise sur les outils d'extraction de données (MSQuery, Access, etc.).
Vous avez une connaissance du fonctionnement des ERP, Lawson M3 idéalement.

Conditions et Avantages

N/C

Entreprise : Page Personnel
Page Personnel ADV et Relation Clients est leader dans le recrutement et l'intérim spécialisés d'employés, d'agents de maîtrise et de cadres de premier niveau. Experts sur les métiers de l'ADV, du support aux ventes, du commerce international, nous accompagnons nos clients dans le recrutement de leurs futurs talents avec notre réseau national et une équipe de Consultants spécialisés.
Notre client est spécialisé dans le mobilier.

Métier : Comptabilité - Comptabilité et gestion - Support à l'entreprise - Gestionnaire comptable
ouestfrance-emploi.com - il y a 16 jours
- Continuer pour postuler
Signaler cette offre d'emploi",vide,,,06/10/2019,vjk=2aefe6c5e33d48fc&advn=6679598084157165
Master data management (f/h) h/f,vide,Paris 1er (75),vide,"Paris 1er (75)
Description de l'entreprise

Rejoindre Nexity c'est intégrer la première plate-forme de service à l'immobilier et faire partie d’une Tribu innovante aux expertises multiples et complémentaires, résolument orientée vers nos trois clients : le Particulier, l’Entreprise et la Collectivité. Rejoindre Nexity, c’est laisser votre empreinte dans la ville !

Description du poste

Au sein de la Direction Applicatifs Métiers et Production IT et rattaché(e) à l’équipe Gestion de la donnée, vous veillez à garantir les niveaux de services contractualisés dont vous avez la responsabilité. Vous êtes capable de piloter le(s) contrat(s) de services et de définir les indicateurs de ces niveaux de services.

Avec le souci permanent de la qualité, maintenir les données de référence de l’entreprise dans les bases de données informatique et s’assurer que celles-ci sont correctement diffusées et utilisées par l’ensemble du système d’information de l’Entreprise.

En collaboration étroite avec les équipes du DPO (Data Protection Officer), vous piloterez la déclinaison en projet en informatique de la Roadmap RGPD.

Vos missions sont les suivantes :
Principales missions et activités :
Piloter les projets autour de la gouvernance de la donnée tel que :
> Gestion du consentement Clients,
> Gestion de la durée de conservation des données à caractère personnel,
> Vision 360 Client
Piloter le projet de désengagement du MDM
Prendre la responsabilité applicative des référentiels groupe
Contrôler et suivre les incidents, problèmes et changements escaladés ou visibles
Piloter, réaliser et/ou encadrer les évolutions demandées
Faciliter la coordination entre les différents métiers et les départements
Contribuer à la mise en œuvre et à l’amélioration continue des processus régissant la gestion des données de référence
Maintenir à jour la documentation du patrimoine applicatif
Superviser et s’assurer que les données de référence sont correctement distribuées dans les applications en interaction avec le référentiel groupe
S’assurer en permanence de la qualité des données
Contribuer à la mise en place de la cible d’architecture
Qualifications

Niveau d’étude : Bac+5
Niveau d’expérience : 5 à 10 ans d'expérience en gestion des données de référence
Expérience dans le domaine des échanges inter-applicatifs
Bonne connaissance autour des Référentiels de données Métier, MDM
Des connaissances autour de la réglementation RGPD serait un plus
Vous avez des connaissances sur les concepts suivants :
> Référentiel de données Métier, MDM
> Bases de données relationnelles
> Data Integration/ETL/ESB
> Architectures distribuées, bus de données/SOA,

Qualités recherchées :
Qualité relationnelle et diplomatie
Rigueur, capacité d’anticipation et sens de la méthode
Qualités rédactionnelles
Esprit d’équipe, sens de la relation client
Esprit de synthèse et capacité à prioriser les problématiques
Esprit d’analyse pour appréhender cartographier les risques.
Keljob - il y a 18 jours
- Continuer pour postuler
Signaler cette offre d'emploi",vide,,,06/10/2019,vjk=1e3cea28a92f622b&advn=4672814242719447
BI manager informatique orienté Data,Easy Partner,Paris (75),50 000 € - 58 000 € par an,"Paris (75)
50 000 € - 58 000 € par an
L’ Environnement :
Une Startup extrêmement ambitieuse de mise en relation entre entreprises et travailleurs s’appuyant sur l’innovation technologique recherche son/sa BI Manager avec une vision Data développée, dans le cadre d’une création de poste hautement stratégique.

Le Poste :
Au sein de l’équipe Business Intelligence & Strategy, vous êtes le véritable référent technique du service BI sur les sujets Data.
Vous accompagnez la croissance de l’entreprise en facilitant la prise de décision stratégique, l’amélioration des process business et le suivi des performances auprès des équipes managériales et des co-fondateurs.
L’équipe BI est composée du Head of BI, ainsi que d’un Product Manager.

La Mission :
Construction et maintenance de la modélisation analytique en interaction avec les équipes opérationnelles, produit et marketing
Création de dashboarding
Optimisation du process analytique
Analyses contextuelles à destination du top management dans le cadre de projets ponctuels (levée de fonds, etc.)
Etre garant des best practices du monde de la Data

Votre Profil :
2 ans d’expérience au moins dans un rôle de Business Intelligence / Analytics, ou dans un rôle analytique (ex: conseil en data)
Compétences analytiques et en gestion de projet
Connaissance de SQL requise
Connaissance de Tableau / Looker ou équivalent (outil de data-visualisation) serait un plus

Les Avantages :
Des petits-déjeuners toutes les semaines
Des afterworks festifs tous les mois
Des week-ends détente en équipe
Télétravail possible le jeudi
L’entreprise connait une croissance rapide et sait récompenser en conséquence ses salariés pour leur investissement !
carriere-info - il y a 4 jours
- Continuer pour postuler
Signaler cette offre d'emploi",vide,,,06/10/2019,vjk=6892b16962cfb822&advn=2715648309700515
Analyste Data Science Risques (H/F),Natixis,Paris (75),vide,"Paris (75)
Le département MARPL (Market Activities Risks, P&L Liquidity) recouvre la supervision de l'ensemble des indicateurs Risques, P&L et Liquidité pour les activités de Marché de Natixis.

Au sein de ce département, l'équipe transverse MARPL a pour missions :

D'assurer la conduite du changement sur les projets clés
De centraliser et piloter les actions de corrections – remédiation suite aux recommandations des inspections / audit et régulateurs
De conduire des investigations / missions « commando » transverses pour répondre dans les meilleurs délais aux requêtes du senior management

Vos missions principales sont les suivantes :

Travailler en lien étroit avec les experts métier de l'équipe et construire les requêtes et outils nécessaires à la récupération de séries de données, croisement de données

Participer à la création d'outils d'investigation et de suivi
Être l'expert Data sur lequel peut s'appuyer l'équipe

Faciliter les avancées et l'efficacité en étant force de proposition

De formation supérieure, vous justifiez d'une expérience de 2 ans minimum dans un domaine similaire.

Vous maîtrisez SQL, R, VBA.

Vous disposez d'une excellente maîtrise des outils bureautiques.

Dynamique et volontaire, vous avez le goût du travail en équipe.

Vous faites preuve de réactivité et de transparence.

Vous êtes à même de vous impliquer dans des problématiques très variées.

Doté d'une bonne assertivité, vous bénéficiez d'un bon relationnel.

Vous bénéficiez d'une bonne communication écrite et orale.
Anglais courant.
Site géographique : 30, Avenue Pierre Mendès-France - 75013 Paris

Informations complémentaires sur le poste :

Convention collective applicable : Convention Collective Nationale de la Banque
Responsable du recrutement : Rachel SOLAL
Handi-it.fr - il y a 6 jours
- Continuer pour postuler
Signaler cette offre d'emploi",vide,,,06/10/2019,vjk=1dd077ddb37aad81&advn=7203674760985397
Référent CVC / Electricien Data Center,Dalkia,Les Ulis (91),vide,"Les Ulis (91)
CDI
Réf: Andjaro 195-196

Au sein de la Direction du Centre Opérationnel Utilités Industrielles / Santé / Process Sud de Dalkia en Ile de France vous êtes Technicien Électricien sur un Data Center

Vous intervenez dans un Data Center situé aux Ulis (91).

Vous assurez la maintenance préventive et curative des équipements et installations du site.

Réaliser le suivi des installations de plusieurs petits data center - Assurer la maintenance des installations (froid, ventilation et électrique)

Vous maintenez les installations frigorifiques et électriques et vous êtes capable de manipuler des cellules HT.

De formation Bac +2 dans le domaine de l'electrotechnique et/ou génie climatique, vous avez une expérience d'au moins 5 ans qui vous a permis d'acquérir une connaissance des risques liés aux installations et à l'exécution des missions, ainsi que des compétences techniques de la thermique, de l'hydraulique, de l'électricité, des automatismes, de la régulation, de la mécanique.

Autonomie, rigueur, capacité d'adaptation et disponibilité sont les qualités qui vous permettront de réussir dans cette fonction.

Permis B exigé.
il y a 29 jours
- Continuer pour postuler
Signaler cette offre d'emploi",vide,,,06/10/2019,vjk=2bb15cb7105c1f40&advn=8126791800573180
Ingénieur Expert Cur Réseau Data (Packet Core),UCC EXPERTS,Paris (75),vide,"Paris (75)
Nous recherchons un Ingénieur Expert Cur Réseau Data expérimenté pour renforcer notre équipe existante

Votre Poste :
Au sein du département Télécom, vous serez un Référent et Expert sur le cur de réseau Data Mobile.
En étroite collaboration avec le pôle d’architectes et au sein d’une équipe d’Ingénieurs Experts, vous aurez à élaborer et documenter les solutions d’ingénierie relatives à l’acheminement de la data sur notre réseau.
Ceci tant dans les nouveaux services que dans la consolidation des infrastructures existantes, en accord avec la stratégie de l’entreprise.
Vous travaillerez également avec les Chefs de projet, les équipes d’Opérations et les autres Ingénieurs du département Télécom.

Dans ce cadre :
Vous devrez d’abord maîtriser les architectures Curs Data (MME/SGSN/SGW, GGSN/PGW, PCC, PCRF, OCS, ) des réseaux mobiles et les technologies IPv4 / IPv6 et comprendre leur implémentation au sein de notre cur de réseau d’opérateur virtuel ,
Vous devrez concevoir des solutions techniques répondant aux besoins des projets tout en maintenant l’opérabilité de la plateforme
Vous devrez documenter chacun des sujets et assurer le transfert de connaissances aux équipes d’opération et support
Vous pourrez être amené à collaborer au support sur la plateforme

Votre Profil

Diplômé(e) d’une école d’Ingénieur Logiciel ou Télécom ou équivalent, vous disposez d’au moins 5 à 8 années d’expérience dans les télécommunications, notamment sur les GGSN / PGW.

Vous connaissez les technologies suivantes :
Connaissance pratique du routage IP et protocoles associés (BGP, OSPF et autres)
Maitrise des architectures et concepts de GPRS/3G/LTE
Connaissance des protocoles : GTP, Radius, Diameter et des interfaces Gx, Gy, Gi
Capacité à répondre à des échéances courtes et priorités variables
Capacité à se déplacer sur site si requis
Connaissance pratique des éléments de cur de réseau mobile suivants :
PGW/GGSN
Serveur Radius
DRA/DEA
Expérience en IPv6, CGNAT et/ou technologies firewall

Votre curiosité naturelle vous permettra d’être à l’écoute des évolutions de l’industrie et vous avez le goût de l’innovation
Vous êtes passionné(e) par les ingénieries des services telecoms, curieux(se) et force de proposition, vous aimez mettre au point des solutions innovantes.
Vous êtes capable de communiquer avec les différents acteurs de l’entreprise, à l’oral aussi bien qu’à l’écrit.
Vous êtes organisé (e) et rigoureux (se) mais également à l’aise dans un environnement très dynamique.

La maîtrise courante de l’anglais est indispensable pour ce poste.
carriere-info - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",vide,,,06/10/2019,vjk=e3969168ec6c1ca7
Consultant(e) Data & Analytics H/F - Stagiaire,VONA,Paris (75),vide,"Paris (75)
Stage
VONA Consulting, cabinet de conseil indépendant dédié à la stratégie et au management du numérique aide les entreprisesà valoriser leurs données et à assurer la protection du patrimoine informationnel.
Situé en plein cœur du 9e arrondissementde Paris, nous nous distinguons par un modèle fondé sur le capital humain, une approche orientée client et la réalisation de missions à forte visibilité.
Nous recrutons un(e) consultant(e) Data & Analytics H/F en stage
Missions
L’analyse de données est devenue un atout déterminant pour améliorer la performance opérationnelle et organisationnelle des entreprises.
Vous serez amené(e) àparticiper au développement de l’offredevalorisationde la donnée:
Définition d’une démarche de maximisation dela valeur du patrimoine de données
Elaboration de modèles de gouvernance de la donnée alignés sur les enjeux d’organisations des clients
Création de modèles prédictifsopérationnels
Conception de KPIet construction de tableaux de bords dynamiques pour l’aide à la décision (Business Intelligence)
Etude des leviers de croissance offerts par la donnée(Data as a Service, Yield Management, croisement de données externes…)
Dans ce cadre, vous assisterez les consultants dans leurs missions auprès de nos clients.
Profil & compétences techniques
Issu(e) d’une grande école d’ingénieur, de management ou d’une grande université, vous être attiré par le conseil et les problématiques de transformation de l’entreprise.
Vous avez de l’appétence pour l’entrepreneuriat.
Vous êtes consciencieux et proactif, en plus d’avoir le sens du détail et de la synthèse.
Les compétences en programmation R ou Python et en Data Visualization sont indispensables pour ce type de missions.
Vous souhaitez réaliser votre stage de fin d’études dans un environnement dynamique et à taille humaine tout en prenant part à des projets innovants ? Ce stage est fait pour vous.
L’objectif est de vous proposer, àl’issue de ce stage, d’intégrer l’équipe VONA en CDI.
Pour ce stage, vous serez rémunéré 1500 € brut.
Autres avantages :  60 % du ticket resto à 9€, 50 % du pass Navigo.
Type d'emploi : Stage
Expérience:
consultant data & analytics - stagiaire ou similaire: 1 an (Souhaité)
il y a 5 jours
Signaler cette offre d'emploi",il y a 5 jours,,,06/10/2019,vjk=ee6002e6223ba89f
Stage – Direction Juridique IT/DIGITAL/DATA (janvier 2020),L'Oreal,Paris (75),vide,"Paris (75)
Stage
Présent dans 130 pays, L’Oréal génère un Chiffre d’Affaires de plus de 26 Milliards d’Euros, grâce à un portefeuille unique de marques internationales : Lancôme, Garnier, L’Oréal Paris, Armani Parfums, Ralph Lauren Parfums, Kerastase, Vichy, Gemey Maybelline NY, Shu Uemura, Cacharel, YSL, Diesel…

L’Oréal recherche un(e) stagiaire pour s
a
Direction Juridique IT/DIGITAL/DATA du Groupe
Stage basé à Clichy (92)
Début : Janvier 2020
Durée : 6 mois

Missions de la Direction Juridique IT/Digital/Data
Accompagner le Groupe dans sa stratégie IT et Digital
Anticiper .et analyser les évolutions de la réglementation dans l’univers du numérique
Assister les Métiers dans leurs projets innovants
Animer les communautés d’experts métiers ainsi que la communauté des DPO

Missions du stage
Au sein de la Direction Juridique IT/Digital/Data du Groupe L’Oréal, vous serez amené(e) à travailler avec l'équipe juridique et les équipes opérationnelles sur divers sujets, notamment :

- Veille juridique - Recherche et rédaction de notes sur des questions liées au droit du numérique et de la règlementation de l’informatique, de l’internet et de la réglementation des données à caractère personnel

Vérification de la conformité des projets à la réglementation en matière de protection des données à caractère personnel

Rédaction de Guidelines, préparation de formations

Analyse et rédaction de contrats informatiques de tout type (SaaS, licences, tierce maintenance applicative, externalisation, intégration, développement, prestations de services d’assistance technique, services télécom, etc.)

Profil recherché
3ème cycle en Droit du numérique obtenu et idéalement dans le cadre d’un PPI

Vous avez déjà effectué un ou plusieurs stages dans le domaine juridique IT/Digital/Data

Bon niveau d’anglais (écrit et oral)

Expérience en droit des contrats appréciée

Connaissances en Droit Commercial appréciées.

Votre aisance relationnelle, votre rigueur et votre pragmatisme, ainsi que vos capacités d’analyse et de synthèse seront des qualités essentielles pour ce stage.
il y a 5 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 5 jours,,,06/10/2019,vjk=3d8fb6d0cf0d4d7c
Alternance – 2 ans à partir de janvier 2020 – Gestionnaire a...,Natixis,Paris (75),vide,"Paris (75)
Apprentissage, Contrat pro
Because you deserve much more than just a job
Bienvenue chez Natixis, l'entreprise qui vous offre bien plus qu'un job
Chez Natixis, nous concevons des solutions en gestion d'actifs et de fortune, financement, investissement, assurance et paiements.
Notre ambition : nous dépasser collectivement pour mieux accompagner nos clients et leur proposer les meilleures solutions pour leur développement.
Chez Natixis, nos talents sont notre principal atout.
Rejoignez-nous et vous aurez les clés pour faire bouger les choses et avoir un réel IMPACT.
Rejoignez-nous et vous découvrirez un monde D'OPPORTUNITÉS
Signataire de la Charte de la diversité, Natixis veille à promouvoir tous les talents et à accompagner le développement de chacun. Elle est certifiée Top Employer France 2019 (pour la 3e année consécutive) et HappyTrainees.
Mission
Votre MISSION & bien plus encore…
Vous rejoignez le service Market Data au sein de la Banque de Grande Clientèle, qui recherche un Gestionnaire administratif Market Data, pour une durée de 2 ans idéalement à partir du mois de janvier 2020.
Le service Market Data est une activité support à l'ensemble des activités Natixis CIB localisées en France et à l'international. Il a pour mission :
collecte des besoins des métiers en données Market Data
conseil auprès des métiers et recherche de solutions
négociation des contrats avec les fournisseurs de données Market Data
suivi du bon usage et de l'optimisation des abonnements
identification d'actions d'optimisation du poste de charge (réduction des couts).
réalisation de projets d'évolution des Market Data
gestion budgétaire par métier et zone géographique (périmètre international)
En collaboration avec votre tuteur, qui vous accompagnera tout au long de vos missions, vous :
Analyserez, contrôlerez et procéderez aux imputations analytiques des facturations fournisseurs (factures complexes), et prendrez en charge la gestion des relances et litiges.
Elaborerez des reporting de suivi des charges et des budgets et de reporting opérationnels.
Aurez en charge la gestion des inventaires et des contrats au sein du progiciel de gestion Market Data (MDM).
Profil recherché
Vous & BeyondC'est avant tout votre personnalité et votre état d'esprit qui nous intéresse.
Etudiant de niveau BAC + 4, vous préparez un diplôme universitaire, d'école de commerce avec une dominante en contrôle de gestion, ou gestion des entreprises.
Excel n'a plus de secret pour vous, en particuliers les macros et les tableaux croisés dynamiques. Vous avez une appétence pour la finance de marché, and last but not least, you are perfectly fluent in English.
Vous vous épanouissez dans un environnement stimulant et collaboratif ? Vous êtes doté d'un esprit d'analyse et de synthèse, êtes rigoureux et avez une capacité à communiquer avec aisance et clarté ?
Vous vous reconnaissez dans ce profil ?
Alors vous êtes fait pour ce job et nous avons besoin de VOUS !
Vous bénéficierez d'un accompagnement dédié pour vous donner toutes les chances de réussir cette nouvelle mission.
Pour un meilleur traitement de votre candidature, nous vous remercions d'indiquer sur votre cv le type de contrat (apprentissage ou professionnalisation) que propose votre école ainsi que le rythme d'alternance.
handi alternance.fr - il y a 5 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 5 jours,,,06/10/2019,vjk=10c548070228e7ec
Chef de projet tehnico-fonctionnel Data / Freelance,AMETIX,Paris (75),vide,"Paris (75)
Temps plein, Freelance / Indépendant
Bonjour,

Je recherche un chef de projet AMOA DATA (H/F) pour une société spécialisée dans le domaine de la Bancaire.

Compétences:
Expérience significative en gestion de projet technico-fonctionnelle et dans la data
Connaissance des outils Business Objects, Qlik Sense
Pratique du domaine de la banque en général (souhaité)
Maîtrise des outils classiques de bureautique, ainsi que les outils d’analyse et de requêtage des données
Si vous êtes intéressé, n’hésitez pas à me communiquer votre Cv à l’adresse mail suivante:
nabila.raisniya@ametix.com

A bientôt,
Nabila
Freelance-info - il y a 5 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 5 jours,,,06/10/2019,vjk=e545f8ddb5640127
Technicien d'Exploitation en 3*8 - CVC / Electricien Industr...,Dalkia,Les Ulis (91),vide,"Les Ulis (91)
Réf: 721

Au sein de la Direction du Centre Opérationnel Utilités Industrielles / Santé / Process Sud de Dalkia en Ile de France vous êtes Technicien d'Exploitation en 3*8 h/f. Vous intervenez dans un Data Center situé aux Ulis (91).

Vous assurez la maintenance préventive et curative des équipements et installations du site.

Vous maintenez les installations frigorifiques et électriques et vous êtes capable de manipuler des cellules HT.

De formation Bac +2 dans le domaine de l'electrotechnique et/ou génie climatique, vous avez une expérience d'au moins 5 ans qui vous a permis d'acquérir une connaissance des risques liés aux installations et à l'exécution des missions, ainsi que des compétences techniques de la thermique, de l'hydraulique, de l'électricité, des automatismes, de la régulation, de la mécanique.

Autonomie, rigueur, capacité d'adaptation et disponibilité sont les qualités qui vous permettront de réussir dans cette fonction.

Vous effectuez les astreintes

Permis B exigé.
il y a 5 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 5 jours,,,06/10/2019,vjk=343e8f66d52bfd8f
Tech lead Data / Hadoop / Freelance,NEURONES IT,Paris (75),vide,"Paris (75)
Temps plein, Freelance / Indépendant
Bonjour,

VISIAN est à la recherche actuellement d’un Tech Lead Data H/F pour l’un de ses clients sur Paris et pour une mission longue.

Description Mission :Le Projet s’inscrit dans l’environnement suivant :
Objectif du projet pour : Uniformiser les modèles de données et migrer l’infrastructure vers une architecture Hadoop.
Environnement Logiciel : Base de données Oracle/PostgreSQL, cluster MAPR (Hadoop)
Environnement Système existant : Linux Redhat 7, Java, Scala, Spark Streaming

Les livrables fonctionnels:
Jobs de lecture de transactions depuis un flux MAPR Streams
Jobs d’enrichissement des transactions
Stockage des transactions traitées dans le cluster MAPR
Indexation des transactions dans un cluster ElasticSearch

Livrables non-fonctionnels
Packaging RPM
Industrialisation livrée sous Puppet
Monitoring applicatif
Procédure de healthcheck
Schéma d’architecture
Scrum master

Compétences requises :
Formation d’ingénieur ou d’universitaire avec une expérience d’au moins 5 ans dans des activités et domaines techniques similaires
Maîtrise des cluster Hadoop et si en possible de la solution MAPR
Maîtrise de Spark / Spark streaming
Expertise en Scala, Java et si possible scripting en Python/Perl/Bash
La méthodologie utilisée est Agile/Scrum et les ressources affectées doivent être complètement familiarisées avec cette méthodologie.
Les différentes versions seront découpées en 3 sprint de 2 semaines. Le contenu de chaque sprint sera défini avec les Product Owners au début des releases, pendant le Service Increment Planning.

Si vous êtes à l’écoute du marché en ce moment je vous invite à postuler en m’envoyant votre candidature par mail sur yohan.gombert@visian.fr

Bien à vous,
Yohan
Freelance-info - il y a 5 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 5 jours,,,06/10/2019,vjk=91a5b592491979b3
Tech Lead Data / Freelance,BEEZEN,Paris (75),vide,"Paris (75)
Temps plein, Freelance / Indépendant
Je recherche pour un de mes clients un Tech Lead Data. L’objectif du projet est de migrer des processus d’intégration de transactions de paiement depuis une base de données relationnels sous Oracle vers un cluster MAPR.
Les livrables attendus permettront d’effectuer la réplication et l’enrichissement de transactions de paiement à l’identique de la réplication existante basée sur Oracle.
L’ensemble des jobs/processus sera livré avec les procédures de validation nécessaires (tests unitaires, tests composants, tests bout-en-bout).

Le Projet s’inscrit dans l’environnement suivant :
Objectif du projet: Uniformiser les modèles de données et migrer l’infrastructure vers une architecture Hadoop.
Environnement Logiciel : Base de données Oracle/PostgreSQL, cluster MAPR (Hadoop)
Environnement Système existant : Linux Redhat 7, Java, Scala, Spark Streaming

Besoins fonctionnels
Les livrables comprennent
Jobs de lecture de transactions depuis un flux MAPR Streams
Jobs d’enrichissement des transactions
Stockage des transactions traitées dans le cluster MAPR
Indexation des transactions dans un cluster ElasticSearch

2.2 Besoins non-fonctionnels
Tous les jobs et applications développés pour ce projet doivent respecter les contraintes établies par les équipes opérationnelles :
Packaging RPM
Industrialisation livrée sous Puppet
Monitoring applicatif
Procédure de healthcheck
Schéma d’architecture
Scrum master

2.3 Documentation
La documentation doit être fournie dans un espace Confluence dédié au projet. Elle doit comprendre :
Schéma d’architecture
Description des flux de données

2.4 Compétences requises
La société prestataire devra faire en sorte que ses ressources affectées par elle à la réalisation des services possèdent les compétences particulières suivantes pour réaliser la prestation :
Formation d’ingénieur ou d’universitaire avec une expérience d’au moins 5 ans dans des activités et domaines techniques similaires
Maîtrise des cluster Hadoop et si en possible de la solution MAPR
Maîtrise de Spark / Spark streaming
Expertise en Scala, Java et si possible scripting en Python/Perl/Bash
La méthodologie utilisée est Agile/Scrum et les ressources affectées doivent être complètement familiarisées avec cette méthodologie.
Freelance-info - il y a 5 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 5 jours,,,06/10/2019,vjk=799087434ecba63d
Consultant(e) pour son équipe DATA,HBS RESEARCH,Courbevoie (92),vide,"Courbevoie (92)
Société internet en forte croissance, éditeur de La Place de l’Immobilier, 1er site décrivant tous les immeubles en France. Créée en 2006, la société emploie 30 personnes, elle connait une croissance continue qui traduit une forte ambition de développement.
Nous proposons des services innovants qui reposent sur la collecte et la valorisation de nombreuses bases de données, le développement et l’optimisation de moteurs de recherche, la création de connaissances immobilières pointues et la restitution claire de l’information. Nous travaillons dans un cadre de travail agréable dans des locaux rénovés et pensés en Flex Office.
POSTE ET MISSIONS : Au sein du pôle DATA (5 personnes), plusieurs missions vous seront confiées :
La réalisation et la présentation d’études de marketing stratégique pour le compte de nos clients investisseurs, commercialisateurs, promoteurs, grands utilisateurs ;
La mise en place et l’accompagnement des clients ayant souscris à un service personnalisé à nos solutions
L’amélioration des modélisations des données
PROFIL : Formation Master ou Jeune diplômé(e) d’une école de commerce ou d’ingénieur, vous vous intéressez aux métiers du conseil et possédez de fortes capacités d’analyse et de synthèse ; vous êtes autonome, structuré(e), rigoureux(se) ; votre aisance relationnelle vous rend accessible à tous niveaux de l’entreprise, vous avez une très bonne maîtrise du français et parlez couramment anglais. La connaissance du marché immobilier serait un plus.
Type de contrat et disponibilité : CDI en disponibilité immédiate Expérience : 2 ans minimum
Compétences techniques recherchées :
Bonne maîtrise du Pack Office et plus particulièrement d’Excel
A l’aise à l’oral
Maîtrise des outils gestionnaires de bases de données (requêtes SQL) serait un plus
CONDITIONS : Lieu de travail : Courbevoie. Accès Esplanade de la Défense (L1) Type de contrat et disponibilité : CDI en disponibilité immédiate
Salaire selon expérience
Complément(s) de salaire : tickets restaurant et bonne couverture mutuelle
Durée hebdomadaire de travail : 38,5h, RTT
Pass Navigo remboursé à 100%
Envoyer CV et lettre de motivation à : Joëla Le Maréchal jlemarechal@hbs-research.com
il y a 6 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 6 jours,,,06/10/2019,vjk=09f5fd2d4c23085d
SAP MASTER DATA SPECIALIST,Red Commerce Ltd,Paris (75),vide,"Paris (75)
Temps plein, CDI
Partenaires privilégiés de l'éditeur SAP, récompensés à plusieurs reprises par l'éditeur ils sont reconnus pour leurs expertises SAP par leurs clients grands comptes.
Pour accompagner leur forte croissance, nous recherchons des specialist SAP Master DATA
Vos missions :
La gestion des données :
Assurer la création, la modification et la maintenance des données dans SAP et d'autres logiciels internes.
Créer et gérer les données de base concernant principalement les produits, les articles, les clients et les fournisseurs. Cela implique la collecte de données auprès des équipes concernées, la vérification de l'exactitude de certaines données clés, la demande d'informations manquantes à l'équipe concernée, la saisie de données dans le système, la suppression / modification de données, le déblocage du système et la communication aux nouvelles équipes de la création / modification
Réaliser régulièrement une nettoyage des données dans SAP (suppression des produits non vendus et / ou des matières premières non utilisées) = > optimisation des références stockées dans les systèmes
Être le garant de la qualité des données dans SAP
Maintenir la procédure SAP Master Data
Amélioration continue :
Développer et améliorer les processus actuels de données de base
Contribuer à des projets d’amélioration continue
Analyses des données
Profil recherché
Vous avez un bac+5 (école d’ingénieur, de commerce ou université)
1 an d'expérience minimum en master data
Vous faites preuve de rigueur, de méthodologie, vous aimez travailler en équipe et êtes doté(e) d’un vrai sens du service client et êtes adaptable à tous types d’environnements de travai
vous savez allier autonomie et prise d'initiative
Formations complémentaires assurées.
Toute correspondance sera entièrement confidentielle.
Si vous recherchez une entreprise se souciant de ses collaborateurs et proposant d'excellentes opportunités en interne, postulez dès à présent en nous faisant parvenir votre candidature.
Par ailleurs, vous pouvez transmettre cette opportunité à vos connaissances susceptible d’être intéressées et à l’écoute du marché.
Entreprise
RED est le leader du recrutement SAP. Nous nous efforçons d'établir des relations professionnelles fondées sur la confiance et la transparence et utilisons notre prestigieuse réputation sur le marché SAP pour vous offrir des opportunités inégalées afin de développer votre carrière et votre expertise sur le marché SAP.
Type d'emploi : Temps plein, CDI
Expérience:
sap master data specialist ou similaire: 1 an (Souhaité)
il y a 6 jours
Signaler cette offre d'emploi",il y a 6 jours,,,06/10/2019,vjk=d743cbd2a23fa3d4
