Titre,Nom_Entreprise,Adresse,Salaire,Descriptif_du_poste,Date_de_publication,métier_sc,loc_sc,Date_sc,Identifiant
Senior Consultant - AI and Machine Learning,AWS EMEA SARL (France Branch),Courbevoie (92),vide,"Courbevoie (92)
An MS/PhD in CS, Machine Learning, Operational research, Statistics or in a highly quantitative field. PhD strongly preferred.
4+ years of industry experience in predictive modeling and analysis, predictive software development
Strong Problem solving ability
Good skills with programming languages, such as Java or C/C++
Experience using Python and/or R
Experience using machine learning libraries, such as scikit-learn, caret, mlr, mllib
Experience in mentoring junior team members, and guiding them on machine learning and data modeling applications
Strong communication and data presentation skills
Ability to travel to client locations when needed. Up to 50% regionally.

.

Excited by Big Data, Machine Learning and Predictive Software? Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?
At AWS, we are developing state-of-the-art large-scale Machine Learning Services and Applications on the Cloud involving large amounts of data. We work on applying predictive technology to a wide spectrum of problems. We are looking for talented and experienced Machine Learning Scientists who can apply innovative Machine Learning techniques to real-world problems. You will get to work in a team dedicated to advancing Machine Learning solutions at AWS and converting it to business-impacting solutions.

Major responsibilities
Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems
Analyze and extract relevant information from business data to help automate and optimize key processes
Design, develop and evaluate highly innovative models for predictive learning
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Research and implement novel machine learning and statistical approaches

6+ years of industry experience in predictive modeling and analysis, predictive software development
Experience handling terabyte size datasets
Experience working with distributed systems and grid computing
Publications or presentation in recognized Machine Learning and Data Mining journals/conferences

aws-proserv-ea
** AWS_PROFESSIONAL_SERVICES **

Amazon aims to be the most customer centric company on earth. Amazon Web Services (AWS) provides a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers critical applications for hundreds of thousands of businesses in 190 countries around the world.
Amazon.com - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=ace4061ee50d684e
Ingénieur étude et recherche data science et modélisation qu...,INERIS,Paris (75),vide,"Paris (75)
CDD
L’unité de Modélisation Atmosphérique et Cartographie Environnementale au sein du Pôle
Modélisation Environnementale et Décision de l’Ineris développe et utilise des outils de gestion
de la qualité de l’air dans le cadre de ses activités de soutien aux pouvoirs publics, de recherche,
et en appui à des demandes émanant de clients privés, que ce soit en France, en Europe, ou à
l’international.
La modélisation de la qualité de l’air à l’échelle d’un pays ou d’un continent constitue une
activité phare de l’Unité, que ce soit pour des prévisions à court terme ou des projections à long
terme en aide à la décision publique. Ces travaux reposent sur le modèle de qualité de l’air
CHIMERE, codéveloppé par l’Ineris et le CNRS, qui couvre les échelles régionale et européenne
pour étudier la pollution gazeuse et particulaire.
L’expertise de l’Ineris dans le domaine de la modélisation de la qualité de l’air est largement
reconnue à travers de nombreux projets de recherche et opérationnels en soutien aux décideurs
(Ministère de la Transition Ecologique et Solidaire, Commission Européenne, Agence
Européenne de l’Environnement ou Nations Unies).
Au sein de l’équipe, vous serez ainsi amené(e) à participer à l’activité de modélisation de la
qualité de l’air. Plusieurs axes de travail sont envisagés autour de la conception, du
développement, et du déploiement des outils de modélisation mis en œuvre dans l’unité et des
post-traitements correspondants, notamment autour de la chaine opérationnelle de prévision
PREv’air. Le travail sera principalement consacré aux post-traitements statistiques, en particulier
la fusion entre modèles et observations y compris par des approches de machine learning. Les
activités recouvrent aussi des travaux d’évaluation et d’amélioration du modèle de qualité de
l’air CHIMERE.
Vous appliquerez les outils et développements réalisés autour de ces thématiques au travers
d’activités d’appui aux pouvoirs publics et projets de recherche nationaux et européens. Vous
développerez des partenariats avec des laboratoires de recherche et initierez le montage de
projets communs suivant la stratégie de développement du Pôle. En application, vous
investiguerez les débouchés de ces activités dans le secteur concurrentiel.
Ce poste implique des déplacements fréquents sur le territoire français et à l’international.
Profil
Ingénieur(e) et/ou Docteur vous justifiez d’une première expérience en modélisation de la
physico-chimie de l’atmosphère ou data science dans le domaine des données
environnementales.
Par ailleurs, vous disposez des compétences suivantes :
Très bonne connaissance de la programmation scientifique (fortran, python, c++, R, …) et
aptitude à l’utilisation et à la conception d’outils d’analyse numérique ;
Goût du travail en équipe et en mode projet ;
Capacité à développer et entretenir une relation client, un réseau et des partenariats ;
Très bonnes qualités d’expression orale (présentation de travaux en congrès, de propositions
commerciales) et écrite (rédaction fréquente de rapports), tant en français qu’en anglais.

Compléments d’informations
Pour postuler, envoyez lettre de motivation et CV à l'adresse recrutement@ineris.fr en
mettant en référence dans l'objet DECI AIR.
Navettes gratuites assurées depuis la gare de Creil.
Ce poste est ouvert aux personnes en situation de handicap
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=2f783ad776398052
STAGE - Ingénieur Recherche Deep learning (H/F),Dassault Systèmes,Vélizy-Villacoublay (78),vide,"Vélizy-Villacoublay (78)
Stage
Imaginez demain...

Au sein du département recherche de Dassault Systèmes, vous intégrerez l’équipe de recherche Genomic for Medicine qui vise à projeter la génomique dans la pratique médicale de demain.


Dans le cadre d'un programme de recherche collaboratif, vous aurez l'opportunité de développer des technologies innovantes au service des patients qui s'intégreront dans une solution médicale future.

Vos futurs défis

Le stage concerne l'identification de variants structurels depuis des données génomiques, et leur mise en forme dans une représentation spatiale. Votre contribution consistera :
à comprendre comment les réarrangements chromosomiques sont actuellement détectés et comment ils sont liés à la structure 3D de l'ADN dans le noyau d'une cellule.
à proposer et implémenter une méthode qui détecte les variants structuraux et qui reconstruise une vue 3D de l'ADN correspondant. On privilégiera les méthodes de deep learning.

Vos atouts pour réussir

Etudiant(e) préparant un diplôme de niveau Bac+4/5, vous avez une bonne connaissance de l'algorithmique, des mathématiques appliquées et du Machine Learning (Deep Learning).

Vous connaissez Python et la BioInformatics, et votre anglais est courant.

Motivé(e), vous avez un bon sens de la communication.
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=903e02524140ebd5
Data scientist Computer vision Débutant - Secteur Aéronautiq...,MP DATA,Paris 10e (75),vide,"Paris 10e (75)
CDI
À partir de la collecte de données images pour classifier et détecter des éléments spécifiques, vous concevrez un modèle alliant computer vision et deep learning. Vous codez ce modèle en vous basant sur les librairies usuelles régulièrement utilisées en computer vision ( type Tensor Flow, Keras, Theano, OpenCV, libSVM, Torch, skimage etc) .

Vous êtes en interface avec les différents entités du groupe, à savoir équipe métier, et équipe infrastructure. Vous êtes capable d'évaluer vos algorithmes et le cas échéant de les améliorer. Vous intervenez dans la mise en production de vos modèles de reconnaissances d’images.

Vous appliquerez les règles SSE (Santé Sécurité Environnement) en vigueur chez MP DATA et ses Clients.
Profil recherché De formation ingénieur Grande Ecole (Centrale, Mines, Supaéro, Supelec, Arts&Métiers, ENSEEIHT, ENSIMAG..), vous avez des connaissances en computer vision et machine learning (deep learning, random forest, svm...) acquises durant votre formation ou durant une première expérience. Vous êtes à l'aise pour coder en Python. Vous êtes ensuite passionné par la data, vous savez être force de proposition.Vous êtes à l'aise pour travailler en anglais.
Entreprise MP DATA est une société de Conseil spécialisée dans la transformation digitale des entreprises. Dans le cadre de son développement, MP DATA, recrute un(e) Data scientist computer vision directement rattaché(e) à la direction technique pour travailler pour un acteur majeur de classe mondiale, dans le domaine de l'aéronautique, basé sur Paris.
Apec.fr - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=3db46b275cb9ba70
Data Scientist - Communications Air et Naval (F/H),Thales Group,Gennevilliers (92),vide,"Gennevilliers (92)
QUI SOMMES-NOUS ?
Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.
Le site de Gennevilliers est le cœur des activités de conception, et de développement et de soutien des produits et solutions de radiocommunications des Armées, des systèmes de réseaux d’infrastructures résilients et de communications par satellite, et ainsi que des solutions de cybersécurité.
QUI SOMMES NOUS ?
Les 14 000 collaborateurs de l’activité Systèmes d'information et de communication sécurisés développent des systèmes de communication militaire et de numérisation de l’espace de bataille, des systèmes de sécurité urbaine, de protection des Etats et des infrastructures critiques, ainsi que des solutions de cyber-sécurité.
Le site de Gennevilliers est le cœur des activités de conception, de développement et de soutien des produits et solutions de radiocommunications des armées, des réseaux d’infrastructures résilients et de communications par satellite, ainsi que des solutions de cybersécurité.
Au sein de la Direction de l'Ingénierie Aéro-Navale (IAN), vous intégrez le Service d’ingénierie système connectivité transverse (IST) dans un rôle de Data Scientist Junior communications air et naval (F/H)
Basé(e) à Gennevilliers (92).
QUI ETES-VOUS ?
De formation supérieure Bac+5 (ingénieur ou équivalent), vous avez des compétences dans un ou plusieurs domaines suivants, idéalement acquises via une première expérience de développement en entreprise :
Analyse big data,
Cybersécurité
Réseau IP,
Intelligence artificielle,
Environnement aéronautique ou naval
Vous maîtrisez les outils et langages tels que R, Elasticsearch, Kibana … ou équivalents ?
Vous souhaitez contribuer à la montée en compétence d’une équipe pluri-disciplinaire sur les sujets d’analyse de données ? Vous aimez travailler en équipe et progresser en partageant ?
On dit de vous que vous êtes curieux, innovant, rigoureux et synthétique ?
Vous avez un bon niveau d’anglais écrit et parlé ?
Vous vous reconnaissez ? N’hésitez plus, postulez ! Le poste de Data Scientist Junior communications air et naval est fait pour vous !
CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE :
En nous rejoignant, vous travaillerez (via des bases de capitalisation) sur nos produits et systèmes de communications et vos missions seront de :
définir, implémenter et valider les algorithmes d’analyse et d’apprentissage permettant d’améliorer l’exploitation de nos systèmes
améliorer la définition de nos bases de capitalisation
définir, implémenter et valider les algorithmes d’analyse et d’apprentissage permettant d’améliorer notre compréhension du fonctionnement de nos produits, et ensuite d’améliorer leur conception
améliorer l’expérience utilisateur en aidant à recentrer l’opérateur sur sa mission, en laissant le système effectuer les configurations techniques les plus appropriées en fonction du contexte.
Rejoindre un groupe innovant vous motive ? Alors n'hésitez pas à postuler à cette offre !
Vous souhaitez en savoir plus sur les activités Systèmes d'information et de communication sécurisés ? Cliquez ici et ici.
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.
Thales - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=48961e171495361e
Consultant Data Scientist H/F,Avanade,Paris (75),vide,"Paris (75)
Profil recherché :
De formation Data Scientist ou équivalent, vous avez une expérience d’au moins 3 ans en Data Science plus particulièrement dans l’entrainement, la validation et l’évaluation des modèles de machine learning.

Vous maîtrisez au moins un des langages de programmation suivant : Python, R

Une expérience en environnement Big Data est appréciée : Spark, Hadoop, YARN.

Vous êtes à l’aise en anglais. Vous savez contextualiser les données. Vous disposez d’une sensibilité business vous permettant d’appréhender le besoin du client, et des compétences machine learning pour résolution des problématiques du client avec la data.

Description du poste :
En tant que Consultant(e), vous serez intégré(e) au sein d’une équipe Data Science avec des valeurs fortes et formé(e) continuellement sur les nouvelles tendances et solutions en Intelligence Artificielle. Vous accompagnerez nos clients sur des projets au sein de diverses industries.

Vous serez amené(e) à intervenir sur des missions Agile qui requièrent les tâches suivantes :

Animation d’ateliers d’expression de besoins et de définition de cas d’usage
Encadrement et supervision du process Data Science des profils junior
Exploration avancée des données (apprentissage non supervisé), Feature Engineering
Manipulation et entraînement avec du Big Data (PySpark, sparklyr, SparkR, H2O)
Entrainement Deep Learning (Keras, Tensorflow): NLP, Computer Vision, Time Series
Visualisation des données : Shiny, ggplot2, plotly, Bokeh
Pour mener à bien ces missions, vous pourrez vous appuyer sur les outils Open Source et l'offre Microsoft Azure intégrant des services cognitifs, des capacités de stockage et de computation. Vous travaillerez avec des équipes multidisciplinaires, vous aurez également la possibilité de participer aux Hackathons et de valider des certifications reconnues à l’international.
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=83e21fd6462db6db
Stage - Data scientist H/F,Allianz France,Paris (75),vide,"Paris (75)
Stage
Si tu aimes coder en Python, versionner ton code avec Git, si tu veux découvrir la méthodologie agile, analyser des millions de lignes avec Spark, et qu’en plus, tu aimes jouer aux jeux de société, n’hésites pas à postuler.

Au sein du département Big Data & IA de l'Unité Data, Client et Communication du groupe Allianz France, vous intégrez une équipe plateau composée de data scientists, de project managers, de data engineers et de data storytellers.

Les principales missions du poste seront de :
- Manipuler (data validation, data cleaning, feature engineering) des typologies de données variées à la fois en termes de contenu fonctionnel que de source ou encore de format (ex : données issues des bases assurantielles, de google analytics, de l’open-data, de texte, de conversation téléphonique, des logs de navigation, d’image...).
- Apporter une solution analytique pour répondre aux besoins opérationnels via la création de règles métier, de dashboard, de modèle prédictive ou de segmentation.
- Produire des scripts industrialisables : description technique et fonctionnelle du code, création du data process, développement de data quality check et unit tests, alimentation et analyse des logs, session de pair-programming avec un data engineer.
- Suivre l’efficacité des dispositifs déployés

Les sujets de la direction sont très variés : détection de la fraude, satisfaction client (ex : analyse d’enquête de satisfaction), digital (ex : mesure de la performance des campagnes digitales), marketing (ex : churn, mutli-équipement), automatisation des process internes (ex : reconnaissance automatique des documents et extraction des informations)

Environnement de travail:
Plateforme Big Data : One FS + Spark
Editeurs : Zeppelin pour l’exploration des données, Jupyter ou Pycharm pour la mise en production
Outils open source : ELK (ElasticSearch / Logstash / Kibana), H20…
Intégration continue avec Git
Outil de data visualisation : Microstrategy, Flask
Environnement anglophone : contacts réguliers avec le datalab d’Allianz SE situé à Munich.

Profil / Compétences

Formation supérieure minimum BAC+5 (école d’ingénieur ou université scientifique)
Maîtrise de Python
Maîtrise de l’anglais
La maîtrise de Pyspark, des commandes Linux, ou git serait un plus

Qualités requises: fort sens du résultat, réactivité, curiosité, passionné, travail en équipe
Allianz Group - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=2e4414c47f7c90d3
Directeur – Data Scientist Audit Analytics (H/F),Deloitte,Paris (75),vide,"Paris (75)
CDI
Dans le double contexte de transformation des métiers de l’audit et du fort développement de nos activités Actionnable Insights (analyse de données, intelligence artificielle, data visualization, qualité des données, data discovery, data mining, modélisations statistiques…), nous étoffons nos équipes en recrutant un(e) directeur(trice) désireux(se) d’intégrer une équipe intervenant dans des environnements variés et motivants auprès d’entreprises de l’industrie financière.

Au sein de nos activités Financial Services Industry (FSI), vous intégrerez notre département Assurance au sein de l'Audit des Institutions Financières. En tant que Directeur(trice), interviendrez pour une grande variété de clients du secteur financier (banques, assureurs, mutuelles, asset manager…) en France et en Europe, et participerez à des missions d’audit ou de conseil basées sur l’approche par la donnée.

Vos domaines de responsabilité couvriront principalement des sujets de supervision des équipes de data-scientists intervenants sur des missions de :
Audit et contrôle de la qualité des données (des grands métiers de la banque et de l’assurance) ;
Analyse de données et data mining ;
Intelligence artificielle : réalisation de modèles d’analyses prédictives et d’apprentissage supervisé ou non ;
Exploration des données à l’aide d’outils de Data Discovery (QlikView, Tableau, Shiny…) et restitution des analyses réalisées ;
Conception technique de solutions analytiques ;
Industrialisation et automatisation de l’approche ;
Organisation et pilotage des missions en France et dans le réseau Deloitte ;
Pilotage de chantiers techniques (sur des sujets d’infrastructure et/ou au niveau des briques fonctionnelles de la solution).
Votre parcours :
En rejoignant Deloitte, vous aurez l’opportunité de développer un set de compétences, partagées avec notre réseau international, et structurées autour des dimensions suivantes : leadership, métier et spécialité. Grâce aux missions variées auxquelles vous participerez et au programme de formations proposé, vous pourrez renforcer progressivement ces compétences, en acquérir de nouvelles et progresser ainsi au sein de notre firme.
Votre profil
De formation supérieure (école d'ingénieurs, de commerce ou université), vous avez une expérience professionnelle d’au moins 10 ans dans l’univers du conseil ou du service en relation avec la data.
Vous disposez de solides connaissances et/ou montrez une appétence forte sur tout ou partie des domaines suivants :
Environnements et langages de la data science : Python, R, SQL/noSQL, hadoop, spark… ;
Connaissances théoriques sur les principaux concepts mathématiques sous-jacents aux algorithmes de ML (algèbre, analyse, statistiques, probabilités, traitement du signal…) ;
Business Intelligence et data visualization : collecte de données, modélisation de data warehouse et de cube (OLAP), conception de rapports et dashboards.
Vous avez un intérêt fort pour l’industrie financière (banque, assurance et immobilier).
Vous êtes curieux(se) et estimez que la variété est nécessaire à votre épanouissement professionnel.
Doté(e) d'un excellent relationnel, vous êtes organisé(e) et possédez de réelles aptitudes à travailler en équipe.
Votre autonomie, votre engagement, votre efficacité et votre sens du service client sont autant de qualités requises pour évoluer dans un contexte de fort développement.
Proactif(ve), vous contribuez à l'excellence de notre service.
Vous maîtrisez l'anglais à l'écrit comme à l'oral.
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=73da129167a14607
Data Scientist confirmé H/F,METRO,Nanterre (92),vide,"Nanterre (92)
DESCRIPTION DU POSTE
Vos challenges :
Proposer et exécuter des méthodes d’analyses (simples ou complexes), en assurant l’uniformisation (interprétation unique) des résultats dans différents domaines. Connaissances clients/produits/fournisseurs : - Définir les indicateurs et mettre en œuvre les outils de pilotage en collaboration avec les services concernés - Mettre en œuvre et garantir la modélisation statistique des données clients (pour développer les segmentations clients, caractériser le cycle de vie des clients, développer des algorithmes d’apprentissage et scénarii prédictifs des comportements clients). - Proposer le développement de levier de création de valeur client (optimisation des assortiments, modèles d’efficacité op, test de performance) Analyser et optimiser des campagnes et opé commerciales avec les services concernés : - Définir les critères de ciblage des campagnes de marketing direct afin d’optimiser les investissements, et la pression commerciale. - Définir les indicateurs de mesure et d’analyse de la performance des opérations commerciales, quantifier le CA additionnel généré et mesure le ROI.Identifier et rassembler l’ensemble des sources de données structurées (transactionnelles) ou non structurées (qualitatives, relation client, commentaires sur réseaux sociaux) nécessaires pour l’appropriation et l’exploitation de la donnée (client, produit & fournisseur) : - Etudier et mettre en place les meilleures solutions techniques pour gérer les grands volumes de données, en collaboration avec le pôle « BI » de la DSI. - Tester, contrôler et valider la qualité et la cohérence des données pour une correcte exploitation.

CANDIDAT
Votre profil :
Diplômé d'une école d'ingénieur ou d'un Master en statistique et informatique décisionnelle, économétrie. Vous justifiez d'une expérience réussie et signification de 3 à 5 ans minimum dans la valorisation des données clients.
Une première expérience en management est requise.
Une expérience dans le retail serait un plus. Compétences en R, Python, Tableau, QlikView et SQL.
DÉTAILS
Informations complémentaires
- Statut Cadre- Rémunération sur 13 mois + variable + intéressement + participation - Remise sur les achats- Perspectives d'évolution au sein d'un grand groupe international
METRO CASH & CARRY France - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=648b4a13f6749a69
Lead IA Data Scientist - Paris (FR) - Insurance,Digital Source,Paris (75),vide,"Paris (75)
Are you passionate about Machine Learning and Deep Learning?
Do you want to start a new managerial position in Paris as Lead IA Data Scientist?
Search no more, we have the opportunity you are looking for: Lead AI Data Scientist in Paris. Let’s discuss the details:
Who is our client?
Our client is an innovative start-up specialized in the assurance industry. Innovative because their ambition is to make the habitation assurance world easy, transparent and efficient for everybody!
Their game-changer strategy already paid for them because, since 2015, their profits have doubled.
Your tasks
As a Lead AI Data Scientist, we want you to:
Lead a team of 4 Data Scientists
Design, test and put in application new Machine Learning algorithms
Improve the systems of the company
Your profile
You have at least a Master Degree in Engineering or an equivalence.
Hard Skills
You have strong knowledge in Python
You have great practical uses of AWS
You have knowledge in Machine Learning and Deep Learning (with Tensor Flow)
You have experience in Computer Vision

Soft Skills
Data, Big Data is one of your passion
You are dynamic and proefficient
You speak and write a professional and fluent Egnlish
Bonus point if you write and speak a great French
Double bonus point if you know what NILM / NIALM means
What they offer
A nice workplace where there is an informal environment
Many team activities
Stock Options
Are you interested?
Apply now and show us why you are the Lead AI Data Scientist we are looking for!

7661
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=837cac0e68313faa
LEAD DATA SCIENTIST - FinTech,Harnham,Paris (75),50 000 € - 70 000 € par an,"Paris (75)
CDI
50 000 € - 70 000 € par an
Lead Data Scientist - FinTech
Paris, France
50-70K
Fort d'une (énorme!) levée de fonds, cette start-up d'une trentaine de personnes entame aujourd'hui sa croissance avec un focus clair sur la data science. Pionnière et leader dans son domaine de la FinTech (je vous en dit plus au téléphone ;) ), ils ont crée une plateforme qui tourne, mais qui pourra tourner encore plus efficacement grâce aux apport d'un Lead Data Scientist!
Véritable couteau-suisse, vous aurez nécessairement une première expérience de quelques année au sein d'une équipe Data et pourrez amener votre savoir faire data science. A terme, vous aurez l'occasion de recruter une équipe autours de vous.
LE POSTE
Hiérarchiquement directement en dessous des fondateurs, vous avez un rôle stratégique avec de l'impact!
Faire un état des lieux des solutions techniques en internes, de la plateforme, et amorcer la roadmap data science
Tirer profil de la grande volumétrie de donnée (la société opère sur un modèle B2B et travaille avec des grosse volumétrie de données interne et externe
Vous travaillerez sur la création d'algos du côté Machine Learning, qui appuieront le business sur tous les pans (Marketing, Opération, Plateforme tech..)
Travail sur des problématiques de visualisation pour mettre en avant vos efforts et résultats data
VOTRE PROFIL:
Background académique sur un sujet pertinent (Stats, Data Science, Computer Science, Maths..)
Un doctorat, ou une sensibilité recherche et POCs sera un plus, car vous pourrez être amené à travailler sur des sujets de recherche
Une ou des expériences sur des problématiques Data Science au sein d'une équipe data dans l'industrie (non académique)
COMMENT POSTULER:
Merci de me faire part de votre CV à jour et je vous recontacterai au plus vite.
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=1efa99c9c007767c
Data Scientist (H/F),Neosight,Levallois-Perret (92),vide,"Levallois-Perret (92)
neosight est un cabinet de conseil qui accompagne de nombreux clients dans la définition et l’exécution de la meilleure approche de transformation de leur système d’information. Pour cela, neosight capitalise sur plus de 20 ans d’expérience dans les environnements SAP et propose une offre cohérente qui associe une expertise pointue sur les solutions du marchés et une forte orientation client.
neosight insuffle un esprit « start-up » au sein du Groupe Axys Consultants, conseil en management depuis 1987, dont elle est une filiale. De fortes synergies sont ainsi proposées aux clients, dans l’expertise métier (Finance, Achats…), sur le volet conduite du changement mais aussi dans le domaine de la transformation digitale.
neosight dispose de partenaires forts comme SAP, l’inventeur du progiciel de gestion intégré le plus utilisé dans le monde ; ou encore Celonis, le leader incontesté du « process mining ».
A ce jour, neosight regroupe plus d’une quarantaine de collaborateurs passionnés et accompagne plus de 50 clients, parmi lesquels : Aéroports de Paris, Printemps, La Poste, SNCF…

En prenant part à l’aventure neosight
Vous participez à l’amélioration de la performance des plus grandes entreprises françaises
Vous travaillez sur des sujets innovants, à la pointe des technologies de l’information
Vous intégrez une société en forte croissance, avec des consultants experts et motivés
Vous élargissez vos perspectives : multi disciplinarité, mobilité au sein du Groupe Axys et à l’international

Rôle & responsabilités
Dans le cadre du développement de son équipe de « Process Mining », une approche révolutionnaire à la croisée des chemins entre la gestion des processus métier (business process management) et l’analyse de données (data mining), neosight recherche un Data Scientist.
Après une formation initiale à la technologie Celonis Process Mining et sous la responsabilité du Directeur de l’équipe Process Mining :
Vous êtes impliqués dans la phase de cadrage du/des processus métier à analyser et des besoins du client
Vous êtes chargés d’accompagner le client dans l’extraction des données nécessaire au Process Mining, avec les outils fournis par Celonis
Vous êtes chargés de créer et enrichir le modèle de données nécessaire au Process Mining, en utilisant la technologie big data de Celonis, en mode Cloud ou on-premice
Vous contribuez à l’exploitation et à l’analyse des données du processus du client, pour en déduire des propositions d’amélioration
Au côté des Analystes de neosight, vous aidez les clients à acquérir une transparence totale sur la manière dont s’exécutent leurs processus les plus complexes et les plus stratégiques, et à comprendre comment les améliorer

Vous avez un profil
De formation supérieure en Informatique ou Mathématique (bac+5, Master, Ecole d’Ingenieur), vous êtes énergique et motivé, avec une solide connaissance des environnements de base de données et des ETL. Vous maitrisez le SQL et avez idéalement des notions de programmation ABAP. Une expérience professionnelle de 1 à 2 ans en tant que développeur SQL ou développeur SAP est souhaitée.
Le poste suppose un travail en équipe et au contact des clients, il nécessite donc :
Bon relationnel, qualité d’écoute et esprit d’initiative
Engagement et autonomie
Maîtrise de l’anglais, y compris pour le vocabulaire technique

Vous êtes
A l’aise dans un environnement en constante évolution, curieux et prêt à intégrer une société dynamique,
Enthousiaste à l’idée de développer votre culture informatique et vos compétences sur les sujets clés de l’économie de demain : Big Data, analyses prédictives et amélioration continue des processus
Prêt à découvrir chaque semaine ou presque de nouveaux contextes clients et de nouvelles problématiques

Alors rejoignez l’équipe « Process Mining » de neosight !!!
Contact RH pour les candidatures : sarah.gebeli@neosight.fr
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=7fad7b87f9194eab
Ingénieur data scientist – Markplace référente,Konekt,Paris 10e (75),50 000 € - 55 000 € par an,"Paris 10e (75)
CDI
50 000 € - 55 000 € par an
Description de l'emploi
Mon client, LA marketplace référente sur le marché français, recherche un ingénieur en data science.
Descriptif du poste
Vous ferez partie d’une nouvelle équipe à Paris. Elle aura pour objectif de fournir de nouveaux composants globaux de suggestion et de recommandation pour les sites des différentes marketplaces dans le monde. Grâce au volume gigantesque de données dont mon client dispose, vous serez en mesure d’accroître la valeur apportée à l’utilisateur lors de son dépôt ou de sa recherche d’annonce.
Vous serez chargés d’implémenter des pipeline data, de bâtir des modèles et d’effectuer des analyses pour concevoir et développer nos futurs widgets orientés data.
Vous serez amenés à travailler avec diverses équipes internes ou externes : Management Produit, IT, Business, et Data Science globale…
Profil recherché

Vous justifiez d’un expérience de 3 ans ou plus d’expérience en tant que Data engineer ou Data Scientist avec des challenges en machine learning et data pipeline.
Curieux et autonome, vous savez concevoir, développer et maintenir à l’échelle des modèles et des pipeline data. Vous êtes également capable de calculer des statistiques descriptives et analyser des résultats d’expérimentation.
Vous avez une appétence à travailler dans des équipes pluridisciplinaires composées de développeurs backend, ux/ui designers, product managers, développeurs front et en environnement agile.
A l’aise pour travailler avec des équipe à l’international, vous savez communiquer oralement et par écrit en anglais et en français.
Maîtrise Python, SQL.
Ce qui est offert :
L’opportunité de rejoindre une entreprise motivante, dynamique et agréable.
Des projets challengeants et à dimension internationale
Localisation basée à Paris (10ème arrondissement , Paris)
Voyages occasionnels en Europe
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 30+ jours,,,05/10/2019,vjk=3aab44c61d269eec
